workflow_id,inspection_id,inspection_date,inspection_status,from_role,to_role,action,comments,acted_by_user_id,acted_by_username,acted_by_role,acted_at
618,220,2026-03-17,completed,reviewer,manager,approved,Reviewer validated findings and measurements,11,tableau_reviewer01,reviewer,2026-03-17T10:30:00
619,220,2026-03-17,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-03-17T11:30:00
620,221,2026-03-17,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,12,tableau_supervisor02,supervisor,2026-03-17T21:30:00
621,221,2026-03-17,completed,reviewer,manager,approved,Reviewer validated findings and measurements,13,tableau_reviewer02,reviewer,2026-03-17T22:30:00
622,221,2026-03-17,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-03-17T23:30:00
623,222,2026-03-18,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,12,tableau_supervisor02,supervisor,2026-03-18T09:30:00
624,222,2026-03-18,completed,reviewer,manager,approved,Reviewer validated findings and measurements,13,tableau_reviewer02,reviewer,2026-03-18T10:30:00
625,222,2026-03-18,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-03-18T11:30:00
626,223,2026-03-18,rejected,supervisor,creator,rejected,Supervisor reviewed inspection package,10,tableau_supervisor01,supervisor,2026-03-18T21:30:00
627,224,2026-03-19,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,10,tableau_supervisor01,supervisor,2026-03-19T09:30:00
628,224,2026-03-19,completed,reviewer,manager,approved,Reviewer validated findings and measurements,11,tableau_reviewer01,reviewer,2026-03-19T10:30:00
629,224,2026-03-19,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-03-19T11:30:00
630,225,2026-03-19,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,12,tableau_supervisor02,supervisor,2026-03-19T21:30:00
631,225,2026-03-19,completed,reviewer,manager,approved,Reviewer validated findings and measurements,13,tableau_reviewer02,reviewer,2026-03-19T22:30:00
632,225,2026-03-19,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-03-19T23:30:00
633,226,2026-03-20,rejected,supervisor,creator,rejected,Supervisor reviewed inspection package,12,tableau_supervisor02,supervisor,2026-03-20T09:30:00
634,227,2026-03-20,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,10,tableau_supervisor01,supervisor,2026-03-20T21:30:00
635,227,2026-03-20,completed,reviewer,manager,approved,Reviewer validated findings and measurements,11,tableau_reviewer01,reviewer,2026-03-20T22:30:00
636,227,2026-03-20,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-03-20T23:30:00
637,228,2026-03-21,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,10,tableau_supervisor01,supervisor,2026-03-21T09:30:00
638,228,2026-03-21,completed,reviewer,manager,approved,Reviewer validated findings and measurements,11,tableau_reviewer01,reviewer,2026-03-21T10:30:00
639,228,2026-03-21,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-03-21T11:30:00
640,229,2026-03-21,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,12,tableau_supervisor02,supervisor,2026-03-21T21:30:00
641,229,2026-03-21,completed,reviewer,manager,approved,Reviewer validated findings and measurements,13,tableau_reviewer02,reviewer,2026-03-21T22:30:00
642,229,2026-03-21,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-03-21T23:30:00
643,230,2026-03-22,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,12,tableau_supervisor02,supervisor,2026-03-22T09:30:00
644,230,2026-03-22,completed,reviewer,manager,approved,Reviewer validated findings and measurements,13,tableau_reviewer02,reviewer,2026-03-22T10:30:00
645,230,2026-03-22,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-03-22T11:30:00
646,231,2026-03-22,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,10,tableau_supervisor01,supervisor,2026-03-22T21:30:00
647,231,2026-03-22,completed,reviewer,manager,approved,Reviewer validated findings and measurements,11,tableau_reviewer01,reviewer,2026-03-22T22:30:00
648,231,2026-03-22,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-03-22T23:30:00
649,232,2026-03-23,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,10,tableau_supervisor01,supervisor,2026-03-23T09:30:00
650,232,2026-03-23,completed,reviewer,manager,approved,Reviewer validated findings and measurements,11,tableau_reviewer01,reviewer,2026-03-23T10:30:00
651,232,2026-03-23,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-03-23T11:30:00
652,233,2026-03-23,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,12,tableau_supervisor02,supervisor,2026-03-23T21:30:00
653,233,2026-03-23,completed,reviewer,manager,approved,Reviewer validated findings and measurements,13,tableau_reviewer02,reviewer,2026-03-23T22:30:00
654,233,2026-03-23,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-03-23T23:30:00
655,234,2026-03-24,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,12,tableau_supervisor02,supervisor,2026-03-24T09:30:00
656,234,2026-03-24,completed,reviewer,manager,approved,Reviewer validated findings and measurements,13,tableau_reviewer02,reviewer,2026-03-24T10:30:00
657,234,2026-03-24,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-03-24T11:30:00
658,235,2026-03-24,rejected,supervisor,creator,rejected,Supervisor reviewed inspection package,10,tableau_supervisor01,supervisor,2026-03-24T21:30:00
659,236,2026-03-25,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,10,tableau_supervisor01,supervisor,2026-03-25T09:30:00
660,236,2026-03-25,completed,reviewer,manager,approved,Reviewer validated findings and measurements,11,tableau_reviewer01,reviewer,2026-03-25T10:30:00
661,236,2026-03-25,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-03-25T11:30:00
662,237,2026-03-25,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,12,tableau_supervisor02,supervisor,2026-03-25T21:30:00
663,237,2026-03-25,completed,reviewer,manager,approved,Reviewer validated findings and measurements,13,tableau_reviewer02,reviewer,2026-03-25T22:30:00
664,237,2026-03-25,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-03-25T23:30:00
665,238,2026-03-26,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,12,tableau_supervisor02,supervisor,2026-03-26T09:30:00
666,238,2026-03-26,completed,reviewer,manager,approved,Reviewer validated findings and measurements,13,tableau_reviewer02,reviewer,2026-03-26T10:30:00
667,238,2026-03-26,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-03-26T11:30:00
668,239,2026-03-26,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,10,tableau_supervisor01,supervisor,2026-03-26T21:30:00
669,239,2026-03-26,completed,reviewer,manager,approved,Reviewer validated findings and measurements,11,tableau_reviewer01,reviewer,2026-03-26T22:30:00
670,239,2026-03-26,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-03-26T23:30:00
671,240,2026-03-27,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,10,tableau_supervisor01,supervisor,2026-03-27T09:30:00
672,240,2026-03-27,completed,reviewer,manager,approved,Reviewer validated findings and measurements,11,tableau_reviewer01,reviewer,2026-03-27T10:30:00
673,240,2026-03-27,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-03-27T11:30:00
674,241,2026-03-27,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,12,tableau_supervisor02,supervisor,2026-03-27T21:30:00
675,241,2026-03-27,completed,reviewer,manager,approved,Reviewer validated findings and measurements,13,tableau_reviewer02,reviewer,2026-03-27T22:30:00
676,241,2026-03-27,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-03-27T23:30:00
677,242,2026-03-28,reviewer_approved,supervisor,reviewer,approved,Supervisor reviewed inspection package,12,tableau_supervisor02,supervisor,2026-03-28T09:30:00
678,242,2026-03-28,reviewer_approved,reviewer,manager,approved,Reviewer validated findings and measurements,13,tableau_reviewer02,reviewer,2026-03-28T10:30:00
679,243,2026-03-28,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,10,tableau_supervisor01,supervisor,2026-03-28T21:30:00
680,243,2026-03-28,completed,reviewer,manager,approved,Reviewer validated findings and measurements,11,tableau_reviewer01,reviewer,2026-03-28T22:30:00
681,243,2026-03-28,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-03-28T23:30:00
682,245,2026-03-29,supervisor_approved,supervisor,reviewer,approved,Supervisor reviewed inspection package,12,tableau_supervisor02,supervisor,2026-03-29T21:30:00
